node_1|node_2|edge|chunk_id
jakarta faces|named|Named is an annotation provided by Jakarta Faces, which is a component-based user interface technology for Java platforms. It specifies that the class or method it is applied to should be given a name that can be used to refer to it from other components in the application.|2ab01e553502485a888a6d2a904ec376|||
jakarta faces|viewscoped|ViewScoped is an implementation of the Component EL Resolver provided by Jakarta Faces. It manages the life cycle of view-scoped managed beans, which are only active for the duration of a user's interaction with a particular view or screen.|2ab01e553502485a888a6d2a904ec376|||
java|serializable|Serializable is an interface provided by Java that allows objects to be serialized and deserialized, which is the process of converting an object into a format that can be stored or transmitted, and then reconverting it back into its original form.|2ab01e553502485a888a6d2a904ec376|||
java|jsonbbuilder|JsonbBuilder is a class provided by Java's JSON Binding API that allows objects to be converted to and from JSON format. It is used in this context to convert the CargoRepository object into a JSON representation.|2ab01e553502485a888a6d2a904ec376|||
java|logger|Logger is a class provided by Java's logging framework, which is used for reporting events that occur within an application. It provides a flexible and customizable mechanism for managing and filtering log messages.|2ab01e553502485a888a6d2a904ec376|||
java|level|Level is a class provided by Java's logging framework, which represents the severity or importance of a particular log message. It provides a hierarchical structure for organizing and prioritizing log messages.|2ab01e553502485a888a6d2a904ec376|||
java|uriencoder|URIEncoder is a class provided by Java's URI encoding and decoding framework. It is used to convert characters in a string into their equivalent percent-encoded representations, which can be used in URLs or other locations where special characters must be represented in a standardized format.|2ab01e553502485a888a6d2a904ec376|||
cargo|trackingid|TrackingId is a unique identifier associated with a particular cargo item, which is used to track its location and status throughout the supply chain. It can be represented as a string or other data type.|2ab01e553502485a888a6d2a904ec376|||
cargo|cargorepository|CargoRepository is an interface that provides access to a collection of Cargo objects, which allows applications to interact with and manage cargo items throughout the supply chain.|2ab01e553502485a888a6d2a904ec376|||
cargo|voyagenumber|VoyageNumber is an identifier that uniquely identifies a particular voyage or shipment, which allows applications to easily differentiate between multiple simultaneous voyages.|2ab01e553502485a888a6d2a904ec376|||
cargo|location|Location represents the physical location where cargo is being handled or transported. It can be represented as a string, such as a city or port name.|2ab01e553502485a888a6d2a904ec376|||
graphtraversalservice|api|GraphTraversalService is a class under the API package in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
pathfinder|organization|Pathfinder is an organization in this context and GraphTraversalService falls under its API package.|fe8377d214f84e3d91b1bddec3249cbb|||
ejb|concept|GraphTraversalService is a concept called EJB (Enterprise JavaBeans) in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
stateless|concept|Stateless is a concept under the EJB concept in this context as GraphTraversalService is annotated with the @Stateless annotation.|fe8377d214f84e3d91b1bddec3249cbb|||
graphdao|dependency|GraphTraversalService has a dependency on GraphDao to perform database operations related to graphs in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
get|http method|The GraphTraversalService class handles the GET HTTP method as it is annotated with the @GET annotation in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
/graphtraversal|url path|GraphTraversalService's endpoint is located at the /graphtraversal URL path in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
produces|annotation|The @Produces annotation specifies the content type returned by GraphTraversalService's methods in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
queryparam|annotation|GraphTraversalService uses the @QueryParam annotation to extract query parameters from HTTP requests in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
localdatetime|concept|GraphTraversalService's method lookupHandlingHistoryOfCargo uses the LocalDateTime concept to handle time-related functionalities in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
chronounit|concept|GraphTraversalService's method lookupHandlingHistoryOfCargo uses the ChronoUnit concept to calculate time durations in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
list|dependency|GraphTraversalService creates a List of HandlingEvents using the handlingEventRepository's lookupHandlingHistoryOfCargo method in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
list<handlingevent>|dependency|GraphTraversalService passes a List<HandlingEvent> to the CargoTrackingViewAdapter constructor in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
cargo|dependency|GraphTraversalService retrieves a Cargo object from the cargoRepository using the trackingId provided as a parameter in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
trackingid|concept|GraphTraversalService's constructor and onTrackById method use the TrackingId concept to handle tracking ID-related functionalities in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
cargorepository|dependency|GraphTraversalService has a dependency on cargoRepository to interact with the database for Cargo retrieval in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
trackingid|parameter|GraphTraversalService's constructor and onTrackById method receive a trackingId parameter from external sources in this context.|fe8377d214f84e3d91b1bddec3249cbb|||
node_1|node_2|edge|chunk_id|node_3
graphdao|dao|is a member variable of the GraphTraversalService class and has a type of GraphDao.|2f1256eac1c443a6af51fa69af6d8bf8|
stateless|graphtraversalservice|is an annotation applied to the GraphTraversalService class, indicating it is stateless and can be created multiple times without state information being lost between requests.|2f1256eac1c443a6af51fa69af6d8bf8|
@stateless|@path|are both annotations applied to the GraphTraversalService class, specifying its web service endpoint and resource path respectively.|2f1256eac1c443a6af51fa69af6d8bf8|
import org.eclipse.pathfinder.internal.graphdao;|dao|is a variable assigned the value of GraphDao from the org.eclipse.pathfinder.internal package.|2f1256eac1c443a6af51fa69af6d8bf8|
list<transitpath>|findshortestpath(...)|is the return type and method name of the findShortestPath() function, which returns a list of TransitPath objects.|2f1256eac1c443a6af51fa69af6d8bf8|
string|originunlocode|is a parameter passed to the findShortestPath() function, which is a String representing an UN location code.|2f1256eac1c443a6af51fa69af6d8bf8|destinationUnLocode
@queryparam|deadline|is an annotation applied to the deadline parameter, indicating it is a query parameter passed in via the URL.|2f1256eac1c443a6af51fa69af6d8bf8|
list<string>|allvertices|is a list of all location UN codes in the system, obtained from the dao object's listLocations() method.|2f1256eac1c443a6af51fa69af6d8bf8|
allvertices|originunlocode|extracted from method call 'List<String> allVertices = dao.listLocations();'|ea3153da8b864c3e8533d112fbed2ae0|
allvertices|destinationunlocode|extracted from method call 'List<String> allVertices = dao.listLocations();'|ea3153da8b864c3e8533d112fbed2ae0|
allvertices|candidatecount|related as 'List<String> allVertices' is used to select a random subset of locations for generating transit paths, and 'int candidateCount = getRandomNumberOfCandidates()'|ea3153da8b864c3e8533d112fbed2ae0|
allvertices|fromunlocode|related as 'List<String> allVertices' is used to select the source location for a transit path, and 'String fromUnLocode = originUnLocode'|ea3153da8b864c3e8533d112fbed2ae0|
allvertices|destinationunlocode|related as 'List<String> allVertices' is used to select the destination location for a transit path, and 'String toUnLocode = (j >= allVertices.size() ? destinationUnLocode : allVertices.get(j))'|ea3153da8b864c3e8533d112fbed2ae0|
fromunlocode|tounlocode|related as both variables are used to traverse between locations for generating transit paths, and 'for (int j = 0; j <= allVertices.size(); ++j)'|ea3153da8b864c3e8533d112fbed2ae0|
fromdate|todate|related as both variables are used to specify the time range for a transit path, and 'for (int j = 0; j <= allVertices.size(); ++j)'|ea3153da8b864c3e8533d112fbed2ae0|
transitedge|fromunlocode|related as 'String fromUnLocode' is used to specify the source location of a transit edge, and 'for (int j = 0; j <= allVertices.size(); ++j)' and 'new TransitEdge(dao.getVoyageNumber(fromUnLocode, toUnLocode), fromUnLocode, toUnLocode, fromDate, toDate))'|ea3153da8b864c3e8533d112fbed2ae0|
transitedge|tounlocode|related as 'String toUnLocode' is used to specify the destination location of a transit edge, and 'for (int j = 0; j <= allVertices.size(); ++j)' and 'new TransitEdge(dao.getVoyageNumber(fromUnLocode, toUnLocode), fromUnLocode, toUnLocode, fromDate, toDate))'|ea3153da8b864c3e8533d112fbed2ae0|
da|listlocations|related as 'List<String> allVertices = dao.listLocations();'|ea3153da8b864c3e8533d112fbed2ae0|
localdatetime|date|related as 'LocalDateTime date = LocalDateTime.now();' and 'LocalDateTime fromDate = nextDate(date);'|ea3153da8b864c3e8533d112fbed2ae0|
transitpath|candidates|related as 'List<TransitPath> candidates = new ArrayList<>(candidateCount);'|ea3153da8b864c3e8533d112fbed2ae0|
transitedge|org.eclipse.pathfinder.api|TransitEdge is a class under the package org.eclipse.pathfinder.api in Eclipse Pathfinder project.|89975f75b4d24583aa1d3af5025aefcc|
java.io.serializable|transitedge|TransitEdge implements Serializable interface in Java to enable its object to be serialized and deserialized by the I/O streams.|89975f75b4d24583aa1d3af5025aefcc|
localdatetime|transitedge|TransitEdge class has two variables of type LocalDateTime, representing departure date and arrival date respectively for cargo route.|89975f75b4d24583aa1d3af5025aefcc|
string|voyagenumber|TransitEdge class has a String variable voyageNumber, which holds the unique identification number for the cargo during its transit.|89975f75b4d24583aa1d3af5025aefcc|TransitEdge
string|fromunlocode|TransitEdge class has a String variable fromUnLocode, which stores the unique code for the port or terminal where cargo departs.|89975f75b4d24583aa1d3af5025aefcc|TransitEdge
string|tounlocode|TransitEdge class has a String variable toUnLocode, which represents the unique code for the port or terminal where cargo arrives.|89975f75b4d24583aa1d3af5025aefcc|TransitEdge
transitedge|voyagenumber|is a part of|dd1098e7bd6a4f39a082c27dbb04cf82|
transitedge|fromunlocode|starts from|dd1098e7bd6a4f39a082c27dbb04cf82|
transitedge|tounlocode|ends at|dd1098e7bd6a4f39a082c27dbb04cf82|
localdatetime|fromdate|is associated with|dd1098e7bd6a4f39a082c27dbb04cf82|
transitpath|transitedges|comprises|dd1098e7bd6a4f39a082c27dbb04cf82|
list|transitedges|contains|dd1098e7bd6a4f39a082c27dbb04cf82|
length|e|is a property of the object 'e'|64dd01da6cdb4b908dc71a2ba7593b48|
array|n|the variable 'n' contains the value 'array' which is a data type|64dd01da6cdb4b908dc71a2ba7593b48|
number|t|the variable 't' contains the value 'number' which is a data type|64dd01da6cdb4b908dc71a2ba7593b48|
jquery|s.fn|'jquery' is the name of the prototype property for the S.fn object|64dd01da6cdb4b908dc71a2ba7593b48|
constructor|s.prototype|'constructor' is a built-in JavaScript property of the 'prototype' object for the S class|64dd01da6cdb4b908dc71a2ba7593b48|
queryselectorall|c|is a method of the Element interface that allows you to select a list of elements in the DOM using a CSS selector.|708331fb00ed485690fdbb5820eea3be|
htmlcollection|n|is an array-like object representing a collection of HTML elements, such as those returned by getElementsByTagName(), getElementsByName() or querySelectorAll().|708331fb00ed485690fdbb5820eea3be|
getelementbyid|i|is a method used to get an element with a specific id attribute in JavaScript.|708331fb00ed485690fdbb5820eea3be|
qsa|d|stands for Query Selector All and is a method available on the Document and Element interfaces, in Web standards, that allows us to select DOM elements based on a CSS3 selector, such as class, ID, tag or attribute filters.|708331fb00ed485690fdbb5820eea3be|
queryselectorall|c|is an array-like object representing the matched elements by querySelectorAll().|708331fb00ed485690fdbb5820eea3be|
getelementsbytagname|t|is a method of the Element interface that returns an HTMLCollection consisting of all child elements of a given node that match a specified tag name, either as a string or as an element.|708331fb00ed485690fdbb5820eea3be|
getelementsbyname|u[3]|is a method available on the Element and Document objects in JavaScript that returns an HTMLCollection of all elements with the specified name attribute.|708331fb00ed485690fdbb5820eea3be|
!e(t)|e|is called with argument t|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
catch (e)|e|assigned to variable e in a catch block|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
return !1|!1|returns the value !1|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
finally||is a block that executes regardless of whether an exception is thrown or not|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
t.parentnode|t|returns the parent node of t|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
t||is a variable that seems to be used as an argument or for removing child nodes from its parent|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
b.attrhandle|n|assigns a value to the attrHandle property of b's property named 'n'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
n||seems to be an array or list of terms related to 'b' and their respective functions for handling attributes|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
t && 1 === e.nodetype && 1 === t.nodetype||is a condition that checks if both 'e' and 't' are nodes of type 1|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
n && while (n = n.nextsibling) if (n === t) return -1;||seems to iterate through the siblings of 'n' until 't' is found, returning a value of -1|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
e.parentnode && !1 === e.disabled||is a condition that checks if the parent node of 'e' has its disabled property set to false|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
e||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
t||is also used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
n && while (n = n.nextsibling) if (n === t) return -1;||is also used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
e ? 1 : -1||returns a value of 1 if 'e' is true, or -1 otherwise|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
input||is used as an argument in the de function, representing the input type for HTML elements|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
n && while (n = n.nextsibling) if (n === t) return -1;||is also used as an argument in the ge function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
e||is also used as an argument in the ge function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
a([], e.length, o)||creates a new array with 'e' as the length and initial value 'o'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
i||is used in a loop to iterate through an array created by the ve function|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
e[n]||retrieves the value of 'e' at index 'n'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
i--||decrements the value of 'i'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
n = r[i]||assigns the current index 'i' to a variable named 'n', as if to iterate backwards through the array|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
e && while (e = e.nextelementsibling) if (e.disabled !== null) return -1;||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
b||is used as an argument in the fe function, representing a property named 'b'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
n && while (n = n.nextsibling) if (n === b) return -1;||is also used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
i||is also used in a loop to iterate through an array created by the ve function|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
e||is also used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
i--||decrements the value of 'i'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
e && while (e = e.nextelementsibling) if (e.disabled !== null) return -1;||is also used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
y && while (y = y.nextelementsibling) if (y === b) return -1;||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
a([], y.length, o)||creates a new array with 'y' as the length and initial value 'o'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
i||is used in a loop to iterate through an array created by the ve function|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
y[n]||retrieves the value of 'y' at index 'n'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
i--||decrements the value of 'i'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
n = y[i]||assigns the current index 'i' to a variable named 'n', as if to iterate backwards through the array|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
i||is used in a loop to iterate through an array created by the ve function|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
y[n]||retrieves the value of 'y' at index 'n'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
i--||decrements the value of 'i'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
n = y[i]||assigns the current index 'i' to a variable named 'n', as if to iterate backwards through the array|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
i||is used in a loop to iterate through an array created by the ve function|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
y[n]||retrieves the value of 'y' at index 'n'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
i--||decrements the value of 'i'|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
n = y[i]||assigns the current index 'i' to a variable named 'n', as if to iterate backwards through the array|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
y||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
x && while (x = x.previouselementsibling) if (x === y) return -1;||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
y||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
x && while (x = x.previouselementsibling) if (x === y) return -1;||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
y||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
x && while (x = x.previouselementsibling) if (x === y) return -1;||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
y||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
x && while (x = x.previouselementsibling) if (x === y) return -1;||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
y||is used as an argument in the pe function, representing a node|91bfeb5c9d5e48d0a0a12dcd6a9e4a9f|
context|extracted ontology|refers to the process of identifying and defining key concepts within a given context|be1cdb4758474c92ad498e98f38a7fe0|
e|p|is related to through the ownerDocument property, which points to the document node containing both elements|be1cdb4758474c92ad498e98f38a7fe0|
r|c|has a different node type and is not equal to C (the root element of the document), while still being part of the same document tree|be1cdb4758474c92ad498e98f38a7fe0|
a|c|represents the documentElement property, which points to the root element of the document tree|be1cdb4758474c92ad498e98f38a7fe0|
e|i(c)|indicates that C does not have a default view (a window object representing the content of the document), while its parent node does|be1cdb4758474c92ad498e98f38a7fe0|
p|c|is different from C and has a default view that is not the topmost window object in the hierarchy|be1cdb4758474c92ad498e98f38a7fe0|
n|c|represents the default view of the current document, which can be accessed using the document.defaultView property|be1cdb4758474c92ad498e98f38a7fe0|
a|c|is a child node of C and its position in the tree is changed as part of a scope-related test|be1cdb4758474c92ad498e98f38a7fe0|
d.scope|ce|indicates that the scope property of d (a hypothetical object) has been initialized by calling the ce function, which performs some operations on C and returns it|be1cdb4758474c92ad498e98f38a7fe0|
c.getelementsbytagname|length|shows that getElementsByTagName is a property of C's prototype chain, and its value (a length property) is not equal to the array-like collection returned by this method|be1cdb4758474c92ad498e98f38a7fe0|
k.test|c.getelementsbyclassname|suggests that K is a test function for CSS class selectors, and getElementsByClassName is a property of C's prototype chain that either returns an array-like collection or undefined|be1cdb4758474c92ad498e98f38a7fe0|
e|getelementsbyname|shows that e (an element) can be located by its name attribute using the getElementsByName method of C's prototype chain, but only if it is defined in the context|be1cdb4758474c92ad498e98f38a7fe0|
s|c.getelementsbyid|indicates that S (an ID value) can be used as a parameter for C's getElementsById method to locate an element by its id attribute, but only if it exists in the context|be1cdb4758474c92ad498e98f38a7fe0|
b.filter.id|e|shows that b is a hypothetical object containing filter properties, and its ID property (which filters elements by their id attribute) has been initialized using e as the target element|be1cdb4758474c92ad498e98f38a7fe0|
b.find.id|e|suggests that b contains a find method that can locate an element by its id attribute, but only if it is defined in the context|be1cdb4758474c92ad498e98f38a7fe0|
d|qsa|the method 'qsa' is a feature supported by the DOM in IE8 and later versions, whereas 'querySelectorAll' is part of the W3C Selectors API.|3c326474d0674b31b9a2042a87ec2286|
a|id|the attribute 'id' is used to uniquely identify HTML elements within a document, and can be accessed using the 'getElementById' method in JavaScript.|3c326474d0674b31b9a2042a87ec2286|
tag|getelementsbytagname|the method 'getElementsByTagName' is used to retrieve a collection of HTML elements based on their tag name.|3c326474d0674b31b9a2042a87ec2286|
class|getelementsbyclassname|the method 'getElementsByClassName' is used to retrieve a collection of HTML elements based on their class name.|3c326474d0674b31b9a2042a87ec2286|
[*^$]|msallowcapture|the attribute '[*^$]=' with the value 'msallowcapture' is used in Internet Explorer to allow event bubbling to be prevented for elements that do not have this attribute set.|3c326474d0674b31b9a2042a87ec2286|
"'""'"||the use of single or double quotes around an attribute value is optional, but recommended for readability and consistency.|3c326474d0674b31b9a2042a87ec2286|
selected||the 'selected' attribute can be used to pre-select an option in a dropdown menu or listbox.|3c326474d0674b31b9a2042a87ec2286|
se|matches|is a function that is part of the se module in jQuery, which is used for filtering and traversing elements in a DOM tree based on a selector expression. It returns a new jQuery object containing the selected elements.|b27f6555bc024e6face5a6383a5d8113|
se|matchesselector|is another function available in the se module of jQuery, which checks if an element matches a given CSS selector expression. It returns true or false based on whether the element satisfies the selector condition.|b27f6555bc024e6face5a6383a5d8113|
se|contains|is a function provided by jQuery to check if an element contains another specified element within its DOM tree. It returns true or false based on whether the containing relationship exists between the elements.|b27f6555bc024e6face5a6383a5d8113|
attr|se.attr|is a property of jQuery's attr module, which provides methods for setting and getting attributes of DOM elements. In this case, se.attr is being called to return the value of an attribute associated with an element.|b27f6555bc024e6face5a6383a5d8113|
pseudos|contains|The pseudos function takes a selector and checks if it contains the specified element using the contains method.|5db40c4d2a1c493397f429fe41bd924c|
pseudos|has|The pseudos function also has a 'has' property that returns a selector that matches elements with the specified attribute or class.|5db40c4d2a1c493397f429fe41bd924c|
pseudos|lang|Additionally, there is a 'lang' property in pseudos that filters elements based on their language attribute.|5db40c4d2a1c493397f429fe41bd924c|
pseudos|target|The pseudos function also includes the 'target' property which matches elements with the specified fragment identifier in their URL.|5db40c4d2a1c493397f429fe41bd924c|
pseudos|root|Moreover, there is a 'root' property that filters elements based on whether they are the root element of the document or not.|5db40c4d2a1c493397f429fe41bd924c|
pseudos|focus|The pseudos function also includes the 'focus' property which matches elements that currently have focus in the browser window.|5db40c4d2a1c493397f429fe41bd924c|
pseudos|enabled|There is a 'enabled' property that filters elements based on whether they are enabled or not.|5db40c4d2a1c493397f429fe41bd924c|
pseudos|disabled|Lastly, there is a 'disabled' property that filters elements based on whether they are currently disabled or not.|5db40c4d2a1c493397f429fe41bd924c|
context|selected|is a function that returns the selectedIndex of an element's parent node when it is selected. If the element is not selectable, the pseudoclass empty can be used to check if the element has any children.|9e22b78fc11d4cb0b7d8b0c5da99b258|
element|parentnode|is a relationship between an element and its parent node. This relationship can be checked using the selected function, which returns true if the element's parent node is selected, and false otherwise.|9e22b78fc11d4cb0b7d8b0c5da99b258|
j.test()|header|is a relationship between regular expressions and elements with certain nodeNames, in this case, headers.|9e22b78fc11d4cb0b7d8b0c5da99b258|
q.test()|input|is a relationship between regular expressions and input elements.|9e22b78fc11d4cb0b7d8b0c5da99b258|
input|type|is a property of input elements that specifies their type. In this case, the relationship is between the input element and its type, which can be either 'text' or another value.|9e22b78fc11d4cb0b7d8b0c5da99b258|
first|0|is a function that returns an array containing only the first index of the specified context.|9e22b78fc11d4cb0b7d8b0c5da99b258|
last|(t - 1)|is a function that returns an array containing only the last index of the specified context, where 't' represents the total number of elements in the context.|9e22b78fc11d4cb0b7d8b0c5da99b258|
eq|(n < 0 ? n + t : n)|is a function that returns an array containing the indexes of the specified element, based on its position relative to the total number of elements in the context.|9e22b78fc11d4cb0b7d8b0c5da99b258|
even|(for (var n = 0; n < t; n += 2)e.push(n); return e)|is a function that returns an array containing only the indexes of even elements in the specified context.|9e22b78fc11d4cb0b7d8b0c5da99b258|
odd|(for (var n = 1; n < t; n += 2)e.push(n); return e)|is a function that returns an array containing only the indexes of odd elements in the specified context.|9e22b78fc11d4cb0b7d8b0c5da99b258|
lt|(for (var r = n < 0 ? n + t : t < n ? t : n; 0 <= --r;)e.push(r); return e)|is a function that returns an array containing the indexes of all elements before the specified element in the specified context.|9e22b78fc11d4cb0b7d8b0c5da99b258|
gt|(for (var r = n < 0 ? n + t : t < n ? t : n; 0 <= --r;)e.push(r); return e)|is a function that returns an array containing the indexes of all elements after the specified element in the specified context.|9e22b78fc11d4cb0b7d8b0c5da99b258|
h|t|is a specific matcher for selecting HTML tags. T is a regular expression used to select elements based on their tag names.|cf38247e441e49bfa2c3159ca4a1729c|
s|:|is a selector that targets elements by their attribute selectors, where : is the pseudoclass used in CSS for specifying element attributes.|cf38247e441e49bfa2c3159ca4a1729c|
s|pseudos|is an array in S that contains various pseudo-classes such as :first-child, :hover, etc., which are used to target specific states or conditions of elements.|cf38247e441e49bfa2c3159ca4a1729c|
s|uniquesort|is a method inherited from d that sorts and removes duplicate nodes in the DOM tree based on their unique identifiers.|cf38247e441e49bfa2c3159ca4a1729c|
s|gettext|is a method inherited from d that retrieves the plain text content of an element or multiple elements.|cf38247e441e49bfa2c3159ca4a1729c|
s|isxmldoc|is a method inherited from d that checks whether an element is an XML document or not.|cf38247e441e49bfa2c3159ca4a1729c|
s|contains|is a method inherited from d that returns true if the current node contains another given node, and false otherwise.|cf38247e441e49bfa2c3159ca4a1729c|
s|escapeselector|is a method inherited from d that escapes special characters in a CSS selector to make it safe for use as an attribute value or as the value of the [selector] property in CSS.|cf38247e441e49bfa2c3159ca4a1729c|
m|grep|is a method inherited from S that filters the elements based on a selector expression, and returns an array of elements that match the selector. M is a helper function for mimetype detection.|cf38247e441e49bfa2c3159ca4a1729c|
n|needscontext|is a regular expression used to detect whether an HTML tag needs to be nested inside another element to be correctly interpreted, such as <style> and </style>.|cf38247e441e49bfa2c3159ca4a1729c|
n|matchesselector|is a method inherited from HTMLElement that checks whether an HTML element matches the specified CSS selector expression or not.|cf38247e441e49bfa2c3159ca4a1729c|
s|o|S is a jQuery plugin and O is a function defined inside S.fn|8c7c0f0dd01b45f48f54716698246dd8|
e|t|Both e and t are passed as arguments to the has() and closest() functions of S|8c7c0f0dd01b45f48f54716698246dd8|
a|o|A is a string value passed as an argument to the closest() function, while O is defined inside S.fn|8c7c0f0dd01b45f48f54716698246dd8|
e|this|Both e and this are used in the has() and closest() functions of S, where this represents the current set of DOM elements being operated upon by S|8c7c0f0dd01b45f48f54716698246dd8|
o(e, t)|s(e, this)|Both O() and S() are functions called inside has() and closest() functions of S. They take arguments e and t respectively|8c7c0f0dd01b45f48f54716698246dd8|
s.fn|r|is called with a function that returns a promise, which is then passed to 'done' or 'fail' in order to handle its resolution or rejection.|5f53119b581641b4963faf1ec761aad9|
e|i|either has a 'promise' property that is called, or has an 'then' method that returns a promise, which is then handled by 'done' or 'fail'.|5f53119b581641b4963faf1ec761aad9|
i.call(e)|t|is passed the arguments 't' and 'n', respectively, as its callbacks for successful resolution or rejection.|5f53119b581641b4963faf1ec761aad9|
i.call(e, t, n)|r|is called with 't' and 'n' passed as arguments, along with any additional arguments specified by 'r'.|5f53119b581641b4963faf1ec761aad9|
node_1|node_2|edge|chunk_id|node_3|node_4
e|r|is equal to|4481a1b929364735a288013ce3604c63||
n|{}|has value of|4481a1b929364735a288013ce3604c63||
s|e|is a match for pattern P|4481a1b929364735a288013ce3604c63||
r.each|"e.match(p) || []"|applies to|4481a1b929364735a288013ce3604c63||
n|{}|is replaced by true|4481a1b929364735a288013ce3604c63||
deferred|then|A method that can be called to continue using the result of a Deferred object asynchronously. The function passed to then receives both the original Deferred object and a resolution value, and returns a new Deferred object, whose promise can be used as the continuation.|bf2dd46f5ef54c98b29603d60bf9cbd5||
deferred|done|A property that is set to a function callback when a Deferred object is resolved successfully. This callback will be called with any result value produced by the resolution.|bf2dd46f5ef54c98b29603d60bf9cbd5||
deferred|reject|A property that is set to a function callback when a Deferred object is rejected with an error. This callback will be called with the rejection reason produced by the error.|bf2dd46f5ef54c98b29603d60bf9cbd5||
deferred|fail|An alias for the 'reject' property of a Deferred object, used in jQuery 1.x compatibility mode.|bf2dd46f5ef54c98b29603d60bf9cbd5||
deferred|resolve|A property that is set to a value produced by the successful resolution of a Deferred object. This value will be passed as an argument to any callbacks registered with 'done' or 'then'.|bf2dd46f5ef54c98b29603d60bf9cbd5||
