node_1|node_2|edge|chunk_id|node_3|node_4|relation|node_5|edge_1|edge_2|edge_3
debug|msg|is a string parameter passed to the debug method to output a message to the console. The FacesContext and Application classes are used to determine whether debugging should be enabled and at what stage of development or testing.|be24df52181343e1b7eab5c230eb8443|||||||
copyright license|sample code|contains information that describes the permissions and restrictions for using the provided sample programs. This allows developers to legally utilize and distribute the source code as they see fit, without any payment required to IBM.|eb5704dad0914061af90d2b51c12b3db|||||||
source code|sample programs|refers to the actual program or programs being provided as a sample or reference for developers.|eb5704dad0914061af90d2b51c12b3db|||||||
application programming interface|operating platform|describes a specific set of programming rules and functions that are required in order to successfully run applications on a particular operating system or platform.|eb5704dad0914061af90d2b51c12b3db|||||||
ibm|disclaims all warranties|indicates that IBM is not responsible for any issues, bugs, or problems that may arise from the use of their provided sample code. This can help to protect the company from legal liability.|eb5704dad0914061af90d2b51c12b3db|||||||
jsf action|combination of jsf action and backing bean support for the account web page|provides for the context|50657776b5404eceb90063b3a1f24fa9|||||||
accountbean|jsf action and backing bean support for the account web page|is an implementation of|50657776b5404eceb90063b3a1f24fa9|||||||
accountbean|com.ibm.websphere.samples.pbw.war.accountbean|is a subclass of|50657776b5404eceb90063b3a1f24fa9|||||||
mailerbean|shoppingcartbean|CustomerMgr is used by|50657776b5404eceb90063b3a1f24fa9|||||||
customermgr|com.ibm.websphere.samples.pbw.bean.customermgr|is a subclass of|50657776b5404eceb90063b3a1f24fa9|||||||
mailerbean|mailerappexception|throws|50657776b5404eceb90063b3a1f24fa9|||||||
facescontext|application|can be accessed from|50657776b5404eceb90063b3a1f24fa9|||||||
customer|com.ibm.websphere.samples.pbw.jpa.customer|is a subclass of|50657776b5404eceb90063b3a1f24fa9|||||||
sessionscoped|named|is an annotation used by|50657776b5404eceb90063b3a1f24fa9|||||||
serializable|com.ibm.websphere.samples.pbw.war.accountbean|implements|50657776b5404eceb90063b3a1f24fa9|||||||
mailerappexception|com.ibm.websphere.samples.pbw.bean.mailerappexception|is a subclass of|50657776b5404eceb90063b3a1f24fa9|||||||
customermgr|com.ibm.websphere.samples.pbw.bean.customermgr|uses|50657776b5404eceb90063b3a1f24fa9|||||||
application|facescontext|can be accessed from|50657776b5404eceb90063b3a1f24fa9|||||||
shoppingcartbean|com.ibm.websphere.samples.pbw.war.shoppingcartbean|is a subclass of|50657776b5404eceb90063b3a1f24fa9|||||||
sessionscoped|named|is an annotation used by|50657776b5404eceb90063b3a1f24fa9|||||||
util|com.ibm.websphere.samples.pbw.utils.util|is a subclass of|50657776b5404eceb90063b3a1f24fa9|||||||
account|login|In order to access the account functionality, the user is required to log in first by providing their email and password.|b5f5f5c73c874864bbabc13cca1d46ca|||||||
customer|customer|The 'Account' functionality manages customer details such as name, address, etc. Stored in the 'customer' object.|b5f5f5c73c874864bbabc13cca1d46ca|||||||
logininfo|logininfo|Contains login credentials (email and password) to authenticate user access.|b5f5f5c73c874864bbabc13cca1d46ca|||||||
newcustomer|newcustomer|A new customer is created with necessary details such as first name, last name, address, etc. And passed to the 'createCustomer' method of the 'CustomerMgr' for persisting in the system.|b5f5f5c73c874864bbabc13cca1d46ca|||||||
checkingout|checkingout|The 'checkingOut' flag is set to true when user initiates checkout process from account page. Used for flow control during checkout.|b5f5f5c73c874864bbabc13cca1d46ca|||||||
orderinfo|orderinfo|Contains details of the user's previous orders for reference during account management.|b5f5f5c73c874864bbabc13cca1d46ca|||||||
lastordernum|lastordernum|Holds the order number of the last order placed by the user.|b5f5f5c73c874864bbabc13cca1d46ca|||||||
orderinfo|lastordernum|orderInfo contains the ID of the order, represented by lastOrderNum|eaae962624314252a221e5463b303190|||||||
util.debug|account.performcompletecheckout|util.Debug is used to print a message containing the order id and Account.performCompleteCheckout method name in debug mode|eaae962624314252a221e5463b303190|||||||
shoppingcart|inventory|each item in shoppingCart corresponds to an inventory object|eaae962624314252a221e5463b303190|||||||
inventory|si|Inventory is represented by the variable si during the checkInventory method call|eaae962624314252a221e5463b303190|||||||
customer|mailer.createandsendmail|customer's information is used as input for the createAndSendMail method of mailer object|eaae962624314252a221e5463b303190|||||||
orderinfo|shippingaddress1|shipping address components are stored in orderInfo object|eaae962624314252a221e5463b303190|||||||
orderinfo|shippingaddress2|shipping address components are stored in orderInfo object|eaae962624314252a221e5463b303190|||||||
orderinfo|shippingcity|shipping address components are stored in orderInfo object|eaae962624314252a221e5463b303190|||||||
orderinfo|shippingstate|shipping address components are stored in orderInfo object|eaae962624314252a221e5463b303190|||||||
orderinfo|shippingzip|shipping address components are stored in orderInfo object|eaae962624314252a221e5463b303190|||||||
orderinfo|shippingphone|shipping address components are stored in orderInfo object|eaae962624314252a221e5463b303190|||||||
logininfo|message|loginInfo object has a message field which can be accessed by the variable name message|eaae962624314252a221e5463b303190|||||||
accountservlet|war|is a part of|6d83d9cbe6254e3297e593ab4642b08b|||||||
com|ibm|belongs to|6d83d9cbe6254e3297e593ab4642b08b|||||||
websphere|samples|is a part of|6d83d9cbe6254e3297e593ab4642b08b|||||||
pbw|accountservlet|belongs to|6d83d9cbe6254e3297e593ab4642b08b|||||||
java|com|is written in|6d83d9cbe6254e3297e593ab4642b08b|||||||
sourcecodeform|samplecode|takes the form of|6d83d9cbe6254e3297e593ab4642b08b|||||||
copying|modifying||6d83d9cbe6254e3297e593ab4642b08b|distributing||||can be performed on|sampleCode|
applicationprograms|conformingto|applicationProgrammingInterface|6d83d9cbe6254e3297e593ab4642b08b|||||||
operatingplatform|samplecode|is written for|6d83d9cbe6254e3297e593ab4642b08b|||||||
samplingsourcecode|samplecode|is a type of|6d83d9cbe6254e3297e593ab4642b08b|||||||
applicationprograms|samplecode|are used in developing|6d83d9cbe6254e3297e593ab4642b08b|||||||
ibm|warrantydisclaimers|includes|6d83d9cbe6254e3297e593ab4642b08b|||||||
asisbasis|samplecode|is provided on|6d83d9cbe6254e3297e593ab4642b08b|||||||
impliedwarranties|samplecode|disclaims|6d83d9cbe6254e3297e593ab4642b08b|||||||
conditionsofmerchantability|samplecode|disclaims|6d83d9cbe6254e3297e593ab4642b08b|||||||
conditionsofsatisfactoryquality|samplecode|disclaims|6d83d9cbe6254e3297e593ab4642b08b|||||||
conditionsoffitnessforaparticularpurpose|samplecode|disclaims|6d83d9cbe6254e3297e593ab4642b08b|||||||
title|samplecode|disclaims|6d83d9cbe6254e3297e593ab4642b08b|||||||
conditionsofnoninfringement|samplecode|disclaims|6d83d9cbe6254e3297e593ab4642b08b|||||||
ibm|liability||6d83d9cbe6254e3297e593ab4642b08b|for damages||||shall not be liable for|direct|damages
servlet|accountservlet|is a subclass of HttpServlet, used to handle HTTP requests and responses.|71bb52f8b7d041439715c1099acdf52b|||||||
httpservletrequest|httpservletresponse|are passed as arguments to the doGet() and doPost() methods to handle GET and POST requests respectively.|71bb52f8b7d041439715c1099acdf52b|||||||
httpservletconfig|servletcontext|can be accessed through the getServletConfig() and getServletContext() methods respectively, to retrieve initialization parameters and request/response attributes.|71bb52f8b7d041439715c1099acdf52b|||||||
customermgr|catalogmgr|are injected using the @Inject annotation and implement the business logic for customer and catalog management respectively.|71bb52f8b7d041439715c1099acdf52b|||||||
customer|catalog|are entities defined in the jpa package, used to store and manage customer and catalog data.|71bb52f8b7d041439715c1099acdf52b|||||||
util|is a utility class containing helper methods for common tasks such as logging and converting timestamps to strings.||71bb52f8b7d041439715c1099acdf52b|||||||
accountservlet|httpservlet|implements the HttpServlet interface, providing HTTP-based handling of client requests|adeea11b4a594cbd90e9a7c7c6790754|||||||
accountservlet|httpservletrequest|is passed as an argument to handle incoming GET and POST requests|adeea11b4a594cbd90e9a7c7c6790754|||||||
accountservlet|httpservletresponse|is passed as an argument to send the response back to the client|adeea11b4a594cbd90e9a7c7c6790754|||||||
login|customermgr|is injected into the AccountServlet through constructor injection for managing customer login information|adeea11b4a594cbd90e9a7c7c6790754|||||||
catalog|catalogmgr|is also injected into the AccountServlet through constructor injection for managing catalog information|adeea11b4a594cbd90e9a7c7c6790754|||||||
performtask|request|The method 'performTask' is called with a 'request' object as its argument.|055d986432794ccda177dc36310788dd|||||||
performtask|response|The method 'performTask' returns a response to be sent back to the client.|055d986432794ccda177dc36310788dd|||||||
action|req.getparameter(util.attr_action)|The value of the parameter 'action' is retrieved from the request object.|055d986432794ccda177dc36310788dd|||||||
userid|"req.getparameter(""userid"")"|The value of the parameter 'userid' is retrieved from the request object.|055d986432794ccda177dc36310788dd|||||||
passwd|"req.getparameter(""passwd"")"|The value of the parameter 'passwd' is retrieved from the request object.|055d986432794ccda177dc36310788dd|||||||
updating|req.getparameter(util.attr_updating)|The value of the parameter 'updating' is retrieved from the request object.|055d986432794ccda177dc36310788dd|||||||
login|login.verifyuserandpassword(userid, passwd)|The 'login' class's 'verifyUserAndPassword' method is called with 'userid' and 'passwd' as arguments.|055d986432794ccda177dc36310788dd|||||||
util|util.attr_action|'Util' class's static variable 'ATTR_ACTION' is accessed.|055d986432794ccda177dc36310788dd|||||||
util|util.attr_updating|'Util' class's static variable 'ATTR_UPDATING' is accessed.|055d986432794ccda177dc36310788dd|||||||
results|login.verifyuserandpassword(userid, passwd)|The result of calling the 'login' class's 'verifyUserAndPassword' method with 'userid' and 'passwd' as arguments is stored in a variable called 'results'.|055d986432794ccda177dc36310788dd|||||||
util|"util.debug(""email address was invalid. "")"|'Util' class's static method 'debug' is called with a string argument.|055d986432794ccda177dc36310788dd|||||||
util|"util.debug(""user id or email address was invalid. id="")"|'Util' class's static method 'debug' is called with a string argument.|055d986432794ccda177dc36310788dd|||||||
req|getsession(true)|The session object associated with the request object is accessed using the 'getSession' method of the request object.|055d986432794ccda177dc36310788dd|||||||
util|util.page_login|'Util' class's static variable 'PAGE_LOGIN' is accessed.|055d986432794ccda177dc36310788dd|||||||
session|customer|session contains customer data|950ab05d558e4966abf355fc10a16d60|||||||
session|cart|session removes cart data for old user|950ab05d558e4966abf355fc10a16d60|||||||
session|checkout|session removes checkout data for old user|950ab05d558e4966abf355fc10a16d60|||||||
session|orderkey|session removes order key for old user|950ab05d558e4966abf355fc10a16d60|||||||
req|editaccountinfo|request contains attribute for editing account info|950ab05d558e4966abf355fc10a16d60|||||||
session|checkingout|session stores boolean flag for checking out|950ab05d558e4966abf355fc10a16d60|||||||
category|plants|default category is plants if none specified|950ab05d558e4966abf355fc10a16d60|||||||
url|util.page_promo|The URL 'url' is assigned the value of 'Util.PAGE_PROMO' when a certain condition is met.|a3a4409ed15a4778ad09af787b7006ce|||||||
url|util.page_shopping|When the specified condition is not met, the URL 'url' is assigned the value of 'Util.PAGE_SHOPPING'.|a3a4409ed15a4778ad09af787b7006ce|||||||
request object|catalog|The 'request' object contains a reference to an object named 'catalog', which is used to retrieve a list of items by category.|a3a4409ed15a4778ad09af787b7006ce|||||||
category|integer.parseint(category)|The 'category' parameter, passed as a request parameter, is converted into an integer for use in retrieving the list of items.|a3a4409ed15a4778ad09af787b7006ce|||||||
exception|/nexception occurred|When an exception occurs, an error message is set in the 'request' object with a value indicating that an exception has occurred.|a3a4409ed15a4778ad09af787b7006ce|||||||
servletexception|e|When a 'ServletException' occurs, it is thrown and wrapped in another 'ServletException' object with a message containing the original exception's message.|a3a4409ed15a4778ad09af787b7006ce|||||||
action|action_register|The 'action' parameter, passed as a request parameter, is used to differentiate between different types of requests being handled by the servlet.|a3a4409ed15a4778ad09af787b7006ce|||||||
userid|req.getparameter('userid')|The 'userid' parameter, passed as a request parameter, is retrieved from the 'request' object using its getParameter() method.|a3a4409ed15a4778ad09af787b7006ce|||||||
password|req.getparameter('passwd')|The 'password' parameter, passed as a request parameter, is retrieved from the 'request' object using its getParameter() method.|a3a4409ed15a4778ad09af787b7006ce|||||||
cpassword|req.getparameter('vpasswd')|The 'cpassword' parameter, passed as a request parameter, is retrieved from the 'request' object using its getParameter() method.|a3a4409ed15a4778ad09af787b7006ce|||||||
firstname|req.getparameter('fname')|The 'firstName' parameter, passed as a request parameter, is retrieved from the 'request' object using its getParameter() method.|a3a4409ed15a4778ad09af787b7006ce|||||||
lastname|req.getparameter('lname')|The 'lastName' parameter, passed as a request parameter, is retrieved from the 'request' object using its getParameter() method.|a3a4409ed15a4778ad09af787b7006ce|||||||
addr1|req.getparameter('addr1')|The 'addr1' parameter, passed as a request parameter, is retrieved from the 'request' object using its getParameter() method.|a3a4409ed15a4778ad09af787b7006ce|||||||
addr2|req.getparameter('addr2')|The 'addr2' parameter, passed as a request parameter, is retrieved from the 'request' object using its getParameter() method.|a3a4409ed15a4778ad09af787b7006ce|||||||
city|req.getparameter('city')|The 'city' parameter, passed as a request parameter, is retrieved from the 'request' object using its getParameter() method.|a3a4409ed15a4778ad09af787b7006ce|||||||
state|req.getparameter('state')|The 'state' parameter, passed as a request parameter, is retrieved from the 'request' object using its getParameter() method.|a3a4409ed15a4778ad09af787b7006ce|||||||
zip|req.getparameter('zip')|The 'zip' parameter, passed as a request parameter, is retrieved from the 'request' object using its getParameter() method.|a3a4409ed15a4778ad09af787b7006ce|||||||
phone|req.getparameter('phone')|The 'phone' parameter, passed as a request parameter, is retrieved from the 'request' object using its getParameter() method.|a3a4409ed15a4778ad09af787b7006ce|||||||
util.attr_results|/nexception occurred|When an exception occurs during the execution of the servlet, an error message is set in a session attribute with a value indicating that an exception has occurred.|a3a4409ed15a4778ad09af787b7006ce|||||||
util.attr_results|e|When an exception occurs during the execution of the servlet, the original exception is stored in a session attribute for debugging purposes.|a3a4409ed15a4778ad09af787b7006ce|||||||
first name|contains invalid characters.|"req.setAttribute(Util.ATTR_RESULTS, ""First Name contains invalid characters."");"|6b0f2de190c04e308566a6a8f1f3fc08|||||||
last name|contains invalid characters.|"req.setAttribute(Util.ATTR_RESULTS, ""Last Name contains invalid characters."");"|6b0f2de190c04e308566a6a8f1f3fc08|||||||
addr1|contains invalid characters.|"req.setAttribute(Util.ATTR_RESULTS, ""Address Line 1 contains invalid characters."");"|6b0f2de190c04e308566a6a8f1f3fc08|||||||
addr2|contains invalid characters.|"req.setAttribute(Util.ATTR_RESULTS, ""Address Line 2 contains invalid characters."");"|6b0f2de190c04e308566a6a8f1f3fc08|||||||
addrcity|contains invalid characters.|"req.setAttribute(Util.ATTR_RESULTS, ""City contains invalid characters."");"|6b0f2de190c04e308566a6a8f1f3fc08|||||||
addrstate|contains invalid characters.|"req.setAttribute(Util.ATTR_RESULTS, ""State contains invalid characters."");"|6b0f2de190c04e308566a6a8f1f3fc08|||||||
addrzip|contains invalid characters.|"req.setAttribute(Util.ATTR_RESULTS, ""Zip contains invalid characters."");"|6b0f2de190c04e308566a6a8f1f3fc08|||||||
phone|contains invalid characters.|"req.setAttribute(Util.ATTR_RESULTS, ""Phone Number contains invalid characters."");"|6b0f2de190c04e308566a6a8f1f3fc08|||||||
action_accountupdate|login|is called within the context of handling an account update request|352acb8c4932410ba0d8ff5c7f381f6c|||||||
customer|session|is stored in HttpSession under the key 'ATTR_CUSTOMER'|352acb8c4932410ba0d8ff5c7f381f6c|||||||
userid|customer|is a property of customer|352acb8c4932410ba0d8ff5c7f381f6c|||||||
firstname|req.getparameter()|is retrieved from request parameter|352acb8c4932410ba0d8ff5c7f381f6c|||||||
lastname|req.getparameter()|is retrieved from request parameter|352acb8c4932410ba0d8ff5c7f381f6c|||||||
addr1|req.getparameter()|is retrieved from request parameter|352acb8c4932410ba0d8ff5c7f381f6c|||||||
addr2|req.getparameter()|is retrieved from request parameter|352acb8c4932410ba0d8ff5c7f381f6c|||||||
addrcity|req.getparameter()|is retrieved from request parameter|352acb8c4932410ba0d8ff5c7f381f6c|||||||
addrstate|req.getparameter()|is retrieved from request parameter|352acb8c4932410ba0d8ff5c7f381f6c|||||||
addrzip|req.getparameter()|is retrieved from request parameter|352acb8c4932410ba0d8ff5c7f381f6c|||||||
phone|req.getparameter()|is retrieved from request parameter|352acb8c4932410ba0d8ff5c7f381f6c|||||||
customer|login.updateuser()|is updated by login.updateUser() function with the new values of its properties fetched via req.getParameter()|352acb8c4932410ba0d8ff5c7f381f6c|||||||
session|setattribute()|is used to store customer object under 'ATTR_CUSTOMER'|352acb8c4932410ba0d8ff5c7f381f6c|||||||
checkingout|session.getattribute()|is retrieved from HttpSession using the key 'ATTR_CHECKOUT'|352acb8c4932410ba0d8ff5c7f381f6c|||||||
checkingout|boolean.valueof()|is converted to Boolean type for comparison|352acb8c4932410ba0d8ff5c7f381f6c|||||||
url|util.page_orderinfo|is set to Util.PAGE_ORDERINFO if user was in the middle of checking out|352acb8c4932410ba0d8ff5c7f381f6c|||||||
category|session.getattribute()|is retrieved from HttpSession using the key 'ATTR_CATEGORY'|352acb8c4932410ba0d8ff5c7f381f6c|||||||
category|util.page_shopping|is set to Util.PAGE_SHOPPING if category is not null|352acb8c4932410ba0d8ff5c7f381f6c|||||||
plants|default|If category is null, url defaults to page promoting plants|637e74314d244019a0e80de3d50a1441|||||||
category|url|When category is not null, url changes based on selected category|637e74314d244019a0e80de3d50a1441|||||||
catalog|itemsbycategory|Contains a list of items associated with the selected category|637e74314d244019a0e80de3d50a1441|||||||
util|attrinvitems|Stores a list of invited items as an attribute of the request object|637e74314d244019a0e80de3d50a1441|||||||
util|pagepromo|Default page for promotional content related to plants|637e74314d244019a0e80de3d50a1441|||||||
util|pageshopping|Page displaying products related to selected category|637e74314d244019a0e80de3d50a1441|||||||
request|setdebug|Sets debug mode based on value of debugSetting parameter in request|637e74314d244019a0e80de3d50a1441|||||||
util|setdebug|Method to set debugging level for the application|637e74314d244019a0e80de3d50a1441|||||||
util|pagehelp|Page displaying help information about the application|637e74314d244019a0e80de3d50a1441|||||||
programming interface|operating platform|The given context mentions that the programming interface is specifically for a certain operating platform.|cf5d012f86094fa9884e943b9242bd1e|||||||
ibm|sample source code|IBM provides the sample source code on an 'as is' basis, as mentioned in the given context.|cf5d012f86094fa9884e943b9242bd1e|||||||
warranties|ibm|The given context mentions that IBM disclaims all warranties, including but not limited to any implied warranties or conditions of merchantability, satisfactory quality, fitness for a particular purpose, title, and any warranty or condition of non-infringement.|cf5d012f86094fa9884e943b9242bd1e|||||||
damages|ibm|The given context mentions that IBM shall not be liable for any direct, indirect, incidental, special or consequential damages arising out of the use or operation of the sample source code.|cf5d012f86094fa9884e943b9242bd1e|||||||
maintenance|ibm|The given context mentions that IBM has no obligation to provide maintenance, support, updates, enhancements or modifications to the sample source code.|cf5d012f86094fa9884e943b9242bd1e|||||||
copyright|international business machines corp.|The given context mentions that Copyright International Business Machines Corp., belongs to 2003,2011.|cf5d012f86094fa9884e943b9242bd1e|||||||
licensed materials|* licensed materials - property of ibm|The given context mentions that '* Licensed Materials - Property of IBM' belongs to 2003,2011.|cf5d012f86094fa9884e943b9242bd1e|||||||
package|com.ibm.websphere.samples.pbw.war|The given context mentions that the package is 'com.ibm.websphere.samples.pbw.war'.|cf5d012f86094fa9884e943b9242bd1e|||||||
httpservletconfig|servletconfig|The given context mentions that ServletConfig is being referred to as HttpServletConfig.|cf5d012f86094fa9884e943b9242bd1e|||||||
servletcontext|servletcontext|The given context mentions that ServletContext is being referred to as ServletContext.|cf5d012f86094fa9884e943b9242bd1e|||||||
httpservlet|javax.servlet.http.httpservlet|The given context mentions that HttpServlet is being referred to as javax.servlet.http.HttpServlet.|cf5d012f86094fa9884e943b9242bd1e|||||||
httpservletrequest|httpservletrequest|The given context mentions that HttpServletRequest is being referred to as HttpServletRequest.|cf5d012f86094fa9884e943b9242bd1e|||||||
httpservletresponse|httpservletresponse|The given context mentions that HttpServletResponse is being referred to as HttpServletResponse.|cf5d012f86094fa9884e943b9242bd1e|||||||
backordermgr|backordermgr|The given context mentions that BackOrderMgr is being referred to as BackOrderMgr.|cf5d012f86094fa9884e943b9242bd1e|||||||
adminservlet|httpservlet|is a type of Servlet|701ced51c42c49c5a65c211675fb71bd|||||||
httpservletresponse|resp|is the name given to this object in the code|701ced51c42c49c5a65c211675fb71bd|||||||
suppliersbean|suppliers|is the name given to this variable in the code|701ced51c42c49c5a65c211675fb71bd|||||||
login|login|is the name given to this variable in the code|701ced51c42c49c5a65c211675fb71bd|||||||
backordermgr|backorderstock|is the name given to this variable in the code|701ced51c42c49c5a65c211675fb71bd|||||||
catalogmgr|catalog|is the name given to this variable in the code|701ced51c42c49c5a65c211675fb71bd|||||||
resetdbbean|resetdb|is the name given to this variable in the code|701ced51c42c49c5a65c211675fb71bd|||||||
backorder|backorder|class BackOrder is named the same as the object in the code|701ced51c42c49c5a65c211675fb71bd|||||||
inventory|inventory|class Inventory is named the same as the object in the code|701ced51c42c49c5a65c211675fb71bd|||||||
supplier|supplier|class Supplier is named the same as the object in the code|701ced51c42c49c5a65c211675fb71bd|||||||
customermgr|login|is a type of class CustomerMgr and login variable points to this class|701ced51c42c49c5a65c211675fb71bd|||||||
httpservlet|adminservlet|class AdminServlet is a subclass of class HttpServlet|701ced51c42c49c5a65c211675fb71bd|||||||
suppliersbean|suppliers|is a variable pointing to the class SuppliersBean|701ced51c42c49c5a65c211675fb71bd|||||||
util|util|class Util is named the same as the object in the code|701ced51c42c49c5a65c211675fb71bd|||||||
performpopulate|req|is a parameter passed to the method|3b4d4d28044b4ee7906d3c0959d6c601|||||||
performpopulate|resp|is a parameter passed to the method|3b4d4d28044b4ee7906d3c0959d6c601|||||||
updatesupplierinfo|supplierid|is a required input for updating supplier info|3b4d4d28044b4ee7906d3c0959d6c601|||||||
updatesupplierinfo|name|is an optional input for updating supplier info|3b4d4d28044b4ee7906d3c0959d6c601|||||||
updatesupplierinfo|street|is an optional input for updating supplier info|3b4d4d28044b4ee7906d3c0959d6c601|||||||
updatesupplierinfo|city|is an optional input for updating supplier info|3b4d4d28044b4ee7906d3c0959d6c601|||||||
updatesupplierinfo|state|is an optional input for updating supplier info|3b4d4d28044b4ee7906d3c0959d6c601|||||||
updatesupplierinfo|zip|is an optional input for updating supplier info|3b4d4d28044b4ee7906d3c0959d6c601|||||||
updatesupplierinfo|phone|is an optional input for updating supplier info|3b4d4d28044b4ee7906d3c0959d6c601|||||||
updatesupplierinfo|location_url|is an optional input for updating supplier info|3b4d4d28044b4ee7906d3c0959d6c601|||||||
performsupplierconfig|req|is a required input passed to the method|3b4d4d28044b4ee7906d3c0959d6c601|||||||
performsupplierconfig|resp|is a required output passed by the method|3b4d4d28044b4ee7906d3c0959d6c601|||||||
adminservlet.performsupplierconfig()|action|indicates the specific operation being performed in this request|3b4d4d28044b4ee7906d3c0959d6c601|||||||
adminservlet.performsupplierconfig() - action=|util.action._getsupplier|is executed when no action parameter is provided|3b4d4d28044b4ee7906d3c0959d6c601|||||||
adminservlet.performsupplierconfig() - action=|util.action._updatesupplier|is executed when the 'update supplier' action parameter is provided|3b4d4d28044b4ee7906d3c0959d6c601|||||||
performsupplierconfig()|session|allows for data to be persisted between requests|3b4d4d28044b4ee7906d3c0959d6c601|||||||
getbackorders|session|AdminServlet.performBackOrder() - action='GETBACKORDERS', session is used to store data for the user.|b95ff91a20ec4fa2baf7f2c5d695fc7f|||||||
getbackorders|requestdispatch|requestDispatch(Util.PAGE_BACKADMIN) is called to display the list of backorders to the user.|b95ff91a20ec4fa2baf7f2c5d695fc7f|||||||
action_updatestock|req|action is obtained from req parameter, which is used to determine what task to perform in this servlet method.|b95ff91a20ec4fa2baf7f2c5d695fc7f|||||||
selectedobjectids|backorderids|selectedObjectIds from req parameter contains the IDs of the selected backorders, which are assigned to backOrderIDs for future use.|b95ff91a20ec4fa2baf7f2c5d695fc7f|||||||
backorderstock|backorderid|backOrderStock method is used to obtain the BackOrder's inventory ID and quantity.|b95ff91a20ec4fa2baf7f2c5d695fc7f|||||||
backorderinventoryid|inventoryid|backOrderInventoryID obtained from backOrderStock method is assigned to inventoryID for future use.|b95ff91a20ec4fa2baf7f2c5d695fc7f|||||||
catalog|itemquantity|catalog object is used to update the item's quantity in the database based on the obtained quantity from backOrderStock method.|b95ff91a20ec4fa2baf7f2c5d695fc7f|||||||
adminservlet.performbackorder()|action|is a parameter passed in the request body|3af8fad98fec4de398befd4694016f51|||||||
adminservlet.performbackorder()|quantity|is a parameter passed in the request body and is used to update the BackOrder status|3af8fad98fec4de398befd4694016f51|||||||
util.debug()|adminservlet.performbackorder()|is called inside AdminServlet.performBackOrder() and is used for debugging purposes|3af8fad98fec4de398befd4694016f51|||||||
backorderid|adminservlet.performbackorder()|is a parameter passed in the request body and is used to identify a specific BackOrder|3af8fad98fec4de398befd4694016f51|||||||
itemqty|paramquantity|both represent the quantity parameter for updating the BackOrder status|3af8fad98fec4de398befd4694016f51|||||||
getbackorders()|adminservlet.performtask()|is called inside AdminServlet.performTask() and is used to retrieve a list of all BackOrders|3af8fad98fec4de398befd4694016f51|||||||
util.page_backadmin|requestdispatch()|is passed as an argument to requestDispatch() and specifies the page to be displayed after executing AdminServlet.performTask() or handling an exception|3af8fad98fec4de398befd4694016f51|||||||
util.action_cancel|action|is a parameter passed in the request body and is used to cancel selected BackOrders|3af8fad98fec4de398befd4694016f51|||||||
selectedobjectids|adminservlet.performbackorder()|is a parameter passed in the request body and contains an array of IDs for the selected BackOrders to be cancelled|3af8fad98fec4de398befd4694016f51|||||||
backorderstock.deletebackorder()|try-catch block inside loop iterating through selectedobjectids|is used to delete a specific BackOrder identified by its ID|3af8fad98fec4de398befd4694016f51|||||||
backorderid|supplierorderid|both backOrderItem and supplierOrderID are related to a BackOrderItem|063035d610da49739ea2d30830fa7d89|||||||
inventoryid|backorderid|a BackOrderItem is associated with an Inventory through inventoryID|063035d610da49739ea2d30830fa7d89|||||||
quantity|backorderid|a BackOrderItem has a quantity|063035d610da49739ea2d30830fa7d89|||||||
name|backorderid|a BackOrderItem has a name|063035d610da49739ea2d30830fa7d89|||||||
status|backorderid|a BackOrderItem has a status (ADDEDSTOCK or other)|063035d610da49739ea2d30830fa7d89|||||||
lowdate|backorderid|a BackOrderItem has a low date|063035d610da49739ea2d30830fa7d89|||||||
orderdate|backorderid|a BackOrderItem has an order date|063035d610da49739ea2d30830fa7d89|||||||
adminservlet.getbackorders()|lowdate|is a method of AdminServlet called getBackOrders, and lowDate is one of its arguments|d897ef95fc8847fa8416f6a256dc8c3b|||||||
adminservlet.getbackorders()|orderdate|is a method of AdminServlet called getBackOrders, and orderDate is one of its arguments|d897ef95fc8847fa8416f6a256dc8c3b|||||||
backorderitems|"session.setattribute(""backorderitems"", backorderitems)"|"is a variable named backOrderItems being set as an attribute in the session object by the statement ""session.setAttribute(""backOrderItems"", backOrderItems)"""|d897ef95fc8847fa8416f6a256dc8c3b|||||||
sendredirect|resp|is a method named sendRedirect that takes resp as an argument|d897ef95fc8847fa8416f6a256dc8c3b|||||||
sendredirect|page|is a method named sendRedirect that takes page as an argument|d897ef95fc8847fa8416f6a256dc8c3b|||||||
requestdispatch|ctx|is a method named requestDispatch that takes ctx as an argument|d897ef95fc8847fa8416f6a256dc8c3b|||||||
requestdispatch|req|is a method named requestDispatch that takes req as an argument|d897ef95fc8847fa8416f6a256dc8c3b|||||||
requestdispatch|resp|is a method named requestDispatch that takes resp as an argument|d897ef95fc8847fa8416f6a256dc8c3b|||||||
requestdispatch|page|is a method named requestDispatch that takes page as an argument|d897ef95fc8847fa8416f6a256dc8c3b|||||||
backorderitem|backorder|A back order item is related to a BackOrder, which represents an order for a product that cannot be fulfilled immediately due to shortage in inventory.|8c3a28ee517f4925873b057a19e03bb0|||||||
name|backorderitem|The name of the back order item is related to the back order item itself.|8c3a28ee517f4925873b057a19e03bb0|||||||
inventoryquantity|backorderitem|The inventory quantity for a back order item is related to the back order item itself, as it indicates how many units of the product are currently unavailable due to low inventory.|8c3a28ee517f4925873b057a19e03bb0|||||||
